filing_id	principal_id	state	filing_type	filer_role	reporting_period_start	reporting_period_end	total_expenditure	total_hours_communicating	total_hours_other	source_url
WI-principal-11039-expenditure-2025-H1	11039	WI	expenditure_report	client	2025-01-01	2025-06-30	4731.24	12.0	68.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11039
WI-principal-11039-expenditure-2025-H2	11039	WI	expenditure_report	client	2025-07-01	2025-12-31	4167.02	26.5	64.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11039
WI-principal-11040-expenditure-2025-H1	11040	WI	expenditure_report	client	2025-01-01	2025-06-30	2667.02	11.5	68.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11040
WI-principal-11040-expenditure-2025-H2	11040	WI	expenditure_report	client	2025-07-01	2025-12-31	2052.67	25.5	62.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11040
WI-principal-11041-expenditure-2025-H1	11041	WI	expenditure_report	client	2025-01-01	2025-06-30	12763.94	15.5	54.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11041
WI-principal-11041-expenditure-2025-H2	11041	WI	expenditure_report	client	2025-07-01	2025-12-31	12605.92	37.0	44.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11041
WI-principal-11042-expenditure-2025-H1	11042	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	20.5	30.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11042
WI-principal-11042-expenditure-2025-H2	11042	WI	expenditure_report	client	2025-07-01	2025-12-31	5000.0	0.5	1.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11042
WI-principal-11044-expenditure-2025-H1	11044	WI	expenditure_report	client	2025-01-01	2025-06-30	21000.0	9.75	36.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11044
WI-principal-11044-expenditure-2025-H2	11044	WI	expenditure_report	client	2025-07-01	2025-12-31	21000.0	20.25	37.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11044
WI-principal-11045-expenditure-2025-H1	11045	WI	expenditure_report	client	2025-01-01	2025-06-30	72510.36	132.25	356.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11045
WI-principal-11045-expenditure-2025-H2	11045	WI	expenditure_report	client	2025-07-01	2025-12-31	38347.09	87.25	268.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11045
WI-principal-11046-expenditure-2025-H1	11046	WI	expenditure_report	client	2025-01-01	2025-06-30	15000.0	14.25	42.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11046
WI-principal-11046-expenditure-2025-H2	11046	WI	expenditure_report	client	2025-07-01	2025-12-31	15000.0	5.75	22.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11046
WI-principal-11047-expenditure-2025-H1	11047	WI	expenditure_report	client	2025-01-01	2025-06-30	24226.23	36.0	81.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11047
WI-principal-11047-expenditure-2025-H2	11047	WI	expenditure_report	client	2025-07-01	2025-12-31	22419.36	37.5	64.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11047
WI-principal-11048-expenditure-2025-H1	11048	WI	expenditure_report	client	2025-01-01	2025-06-30	12082.35	23.5	18.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11048
WI-principal-11049-expenditure-2025-H1	11049	WI	expenditure_report	client	2025-01-01	2025-06-30	375.0	4.0	40.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11049
WI-principal-11049-expenditure-2025-H2	11049	WI	expenditure_report	client	2025-07-01	2025-12-31	437.5	5.0	23.05	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11049
WI-principal-11050-expenditure-2025-H1	11050	WI	expenditure_report	client	2025-01-01	2025-06-30	21610.0	11.5	64.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11050
WI-principal-11050-expenditure-2025-H2	11050	WI	expenditure_report	client	2025-07-01	2025-12-31	23886.81	30.5	83.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11050
WI-principal-11052-expenditure-2025-H1	11052	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	19.5	51.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11052
WI-principal-11052-expenditure-2025-H2	11052	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	2.5	32.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11052
WI-principal-11053-expenditure-2025-H1	11053	WI	expenditure_report	client	2025-01-01	2025-06-30	13000.0	17.5	62.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11053
WI-principal-11053-expenditure-2025-H2	11053	WI	expenditure_report	client	2025-07-01	2025-12-31	13000.0	4.0	16.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11053
WI-principal-11054-expenditure-2025-H1	11054	WI	expenditure_report	client	2025-01-01	2025-06-30	5400.0	40.0	56.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11054
WI-principal-11054-expenditure-2025-H2	11054	WI	expenditure_report	client	2025-07-01	2025-12-31	5400.0	29.0	45.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11054
WI-principal-11055-expenditure-2025-H1	11055	WI	expenditure_report	client	2025-01-01	2025-06-30	32400.0	3.35	33.3	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11055
WI-principal-11055-expenditure-2025-H2	11055	WI	expenditure_report	client	2025-07-01	2025-12-31	32400.0	2.15	34.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11055
WI-principal-11056-expenditure-2025-H1	11056	WI	expenditure_report	client	2025-01-01	2025-06-30	30000.0	0.5	39.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11056
WI-principal-11056-expenditure-2025-H2	11056	WI	expenditure_report	client	2025-07-01	2025-12-31	30000.0	0.5	55.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11056
WI-principal-11059-expenditure-2025-H1	11059	WI	expenditure_report	client	2025-01-01	2025-06-30	24900.0	50.25	90.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11059
WI-principal-11059-expenditure-2025-H2	11059	WI	expenditure_report	client	2025-07-01	2025-12-31	24862.5	16.0	122.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11059
WI-principal-11060-expenditure-2025-H1	11060	WI	expenditure_report	client	2025-01-01	2025-06-30	21000.0	60.75	83.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11060
WI-principal-11060-expenditure-2025-H2	11060	WI	expenditure_report	client	2025-07-01	2025-12-31	21000.0	11.0	82.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11060
WI-principal-11061-expenditure-2025-H1	11061	WI	expenditure_report	client	2025-01-01	2025-06-30	15000.0	10.75	28.4	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11061
WI-principal-11061-expenditure-2025-H2	11061	WI	expenditure_report	client	2025-07-01	2025-12-31	15000.0	6.75	18.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11061
WI-principal-11062-expenditure-2025-H1	11062	WI	expenditure_report	client	2025-01-01	2025-06-30	30000.0	32.25	67.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11062
WI-principal-11062-expenditure-2025-H2	11062	WI	expenditure_report	client	2025-07-01	2025-12-31	30000.0	9.25	44.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11062
WI-principal-11063-expenditure-2025-H1	11063	WI	expenditure_report	client	2025-01-01	2025-06-30	9000.0	0.0	10.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11063
WI-principal-11063-expenditure-2025-H2	11063	WI	expenditure_report	client	2025-07-01	2025-12-31	9000.0	0.0	3.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11063
WI-principal-11064-expenditure-2025-H1	11064	WI	expenditure_report	client	2025-01-01	2025-06-30	92733.84	41.5	120.7	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11064
WI-principal-11064-expenditure-2025-H2	11064	WI	expenditure_report	client	2025-07-01	2025-12-31	93192.88	23.8	83.3	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11064
WI-principal-11066-expenditure-2025-H1	11066	WI	expenditure_report	client	2025-01-01	2025-06-30	22909.98	52.5	181.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11066
WI-principal-11066-expenditure-2025-H2	11066	WI	expenditure_report	client	2025-07-01	2025-12-31	22467.16	52.0	172.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11066
WI-principal-11067-expenditure-2025-H1	11067	WI	expenditure_report	client	2025-01-01	2025-06-30	31560.17	32.0	72.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11067
WI-principal-11067-expenditure-2025-H2	11067	WI	expenditure_report	client	2025-07-01	2025-12-31	30500.17	10.25	50.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11067
WI-principal-11068-expenditure-2025-H1	11068	WI	expenditure_report	client	2025-01-01	2025-06-30	42000.0	8.0	35.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11068
WI-principal-11068-expenditure-2025-H2	11068	WI	expenditure_report	client	2025-07-01	2025-12-31	42000.0	9.0	23.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11068
WI-principal-11070-expenditure-2025-H1	11070	WI	expenditure_report	client	2025-01-01	2025-06-30	30000.0	12.75	60.75	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11070
WI-principal-11070-expenditure-2025-H2	11070	WI	expenditure_report	client	2025-07-01	2025-12-31	30000.0	13.25	43.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11070
WI-principal-11071-expenditure-2025-H1	11071	WI	expenditure_report	client	2025-01-01	2025-06-30	18235.44	35.5	103.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11071
WI-principal-11071-expenditure-2025-H2	11071	WI	expenditure_report	client	2025-07-01	2025-12-31	8790.13	7.0	15.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11071
WI-principal-11072-expenditure-2025-H1	11072	WI	expenditure_report	client	2025-01-01	2025-06-30	16200.0	33.0	46.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11072
WI-principal-11072-expenditure-2025-H2	11072	WI	expenditure_report	client	2025-07-01	2025-12-31	18000.0	4.5	33.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11072
WI-principal-11073-expenditure-2025-H1	11073	WI	expenditure_report	client	2025-01-01	2025-06-30	13500.0	58.0	64.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11073
WI-principal-11073-expenditure-2025-H2	11073	WI	expenditure_report	client	2025-07-01	2025-12-31	13500.0	13.0	26.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11073
WI-principal-11074-expenditure-2025-H2	11074	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	9.0	13.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11074
WI-principal-11075-expenditure-2025-H1	11075	WI	expenditure_report	client	2025-01-01	2025-06-30	13500.0	22.5	25.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11075
WI-principal-11075-expenditure-2025-H2	11075	WI	expenditure_report	client	2025-07-01	2025-12-31	6000.0	1.0	1.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11075
WI-principal-11076-expenditure-2025-H1	11076	WI	expenditure_report	client	2025-01-01	2025-06-30	10140.0	9.5	10.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11076
WI-principal-11076-expenditure-2025-H2	11076	WI	expenditure_report	client	2025-07-01	2025-12-31		9.5	9.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11076
WI-principal-11078-expenditure-2025-H1	11078	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11078
WI-principal-11078-expenditure-2025-H2	11078	WI	expenditure_report	client	2025-07-01	2025-12-31	0.0	0.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11078
WI-principal-11079-expenditure-2025-H1	11079	WI	expenditure_report	client	2025-01-01	2025-06-30	2457.62	0.0	24.6	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11079
WI-principal-11079-expenditure-2025-H2	11079	WI	expenditure_report	client	2025-07-01	2025-12-31	5679.06	2.25	32.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11079
WI-principal-11080-expenditure-2025-H1	11080	WI	expenditure_report	client	2025-01-01	2025-06-30	54281.04	71.0	143.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11080
WI-principal-11080-expenditure-2025-H2	11080	WI	expenditure_report	client	2025-07-01	2025-12-31	47888.61	33.25	108.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11080
WI-principal-11083-expenditure-2025-H1	11083	WI	expenditure_report	client	2025-01-01	2025-06-30	30000.0	12.0	18.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11083
WI-principal-11083-expenditure-2025-H2	11083	WI	expenditure_report	client	2025-07-01	2025-12-31	30000.0	15.0	10.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11083
WI-principal-11088-expenditure-2025-H1	11088	WI	expenditure_report	client	2025-01-01	2025-06-30	5820.88	18.25	20.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11088
WI-principal-11088-expenditure-2025-H2	11088	WI	expenditure_report	client	2025-07-01	2025-12-31	296461.6	117.5	189.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11088
WI-principal-11090-expenditure-2025-H1	11090	WI	expenditure_report	client	2025-01-01	2025-06-30	1913.43	19.88	30.15	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11090
WI-principal-11090-expenditure-2025-H2	11090	WI	expenditure_report	client	2025-07-01	2025-12-31	6876.12	16.21	189.08	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11090
WI-principal-11091-expenditure-2025-H1	11091	WI	expenditure_report	client	2025-01-01	2025-06-30	1934223.5	83.9	87.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11091
WI-principal-11091-expenditure-2025-H2	11091	WI	expenditure_report	client	2025-07-01	2025-12-31	249399.9	32.55	46.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11091
WI-principal-11092-expenditure-2025-H1	11092	WI	expenditure_report	client	2025-01-01	2025-06-30	105098.54	65.25	136.25	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11092
WI-principal-11092-expenditure-2025-H2	11092	WI	expenditure_report	client	2025-07-01	2025-12-31	102523.56	48.0	95.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11092
WI-principal-11093-expenditure-2025-H1	11093	WI	expenditure_report	client	2025-01-01	2025-06-30	1879.71	43.0	91.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11093
WI-principal-11093-expenditure-2025-H2	11093	WI	expenditure_report	client	2025-07-01	2025-12-31	550.0	6.5	39.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11093
WI-principal-11094-expenditure-2025-H1	11094	WI	expenditure_report	client	2025-01-01	2025-06-30	24912.0	58.0	149.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11094
WI-principal-11094-expenditure-2025-H2	11094	WI	expenditure_report	client	2025-07-01	2025-12-31	21652.5	45.0	137.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11094
WI-principal-11095-expenditure-2025-H1	11095	WI	expenditure_report	client	2025-01-01	2025-06-30	24300.0	33.5	15.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11095
WI-principal-11095-expenditure-2025-H2	11095	WI	expenditure_report	client	2025-07-01	2025-12-31	27000.0	1.5	11.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11095
WI-principal-11097-expenditure-2025-H1	11097	WI	expenditure_report	client	2025-01-01	2025-06-30	936.03	8.95	1.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11097
WI-principal-11097-expenditure-2025-H2	11097	WI	expenditure_report	client	2025-07-01	2025-12-31	51.02	2.0	0.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11097
WI-principal-11099-expenditure-2025-H1	11099	WI	expenditure_report	client	2025-01-01	2025-06-30	18116.2	4.1	48.8	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11099
WI-principal-11099-expenditure-2025-H2	11099	WI	expenditure_report	client	2025-07-01	2025-12-31	18000.0	15.1	30.4	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11099
WI-principal-11100-expenditure-2025-H1	11100	WI	expenditure_report	client	2025-01-01	2025-06-30	0.0	91.75	117.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11100
WI-principal-11100-expenditure-2025-H2	11100	WI	expenditure_report	client	2025-07-01	2025-12-31	25000.0	37.5	83.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11100
WI-principal-11101-expenditure-2025-H1	11101	WI	expenditure_report	client	2025-01-01	2025-06-30	28350.0	33.0	22.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11101
WI-principal-11101-expenditure-2025-H2	11101	WI	expenditure_report	client	2025-07-01	2025-12-31	28350.0	6.0	15.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11101
WI-principal-11102-expenditure-2025-H1	11102	WI	expenditure_report	client	2025-01-01	2025-06-30	56000.0	57.0	92.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11102
WI-principal-11102-expenditure-2025-H2	11102	WI	expenditure_report	client	2025-07-01	2025-12-31	62000.0	11.0	98.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11102
WI-principal-11103-expenditure-2025-H1	11103	WI	expenditure_report	client	2025-01-01	2025-06-30	18000.0	61.0	82.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11103
WI-principal-11103-expenditure-2025-H2	11103	WI	expenditure_report	client	2025-07-01	2025-12-31	18000.0	22.5	64.5	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11103
WI-principal-11107-expenditure-2025-H1	11107	WI	expenditure_report	client	2025-01-01	2025-06-30	426668.29	571.35	1722.1	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11107
WI-principal-11107-expenditure-2025-H2	11107	WI	expenditure_report	client	2025-07-01	2025-12-31	381249.87	578.95	1562.05	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11107
WI-principal-11108-expenditure-2025-H1	11108	WI	expenditure_report	client	2025-01-01	2025-06-30	3214.8	46.0	57.0	https://lobbying.wi.gov/Who/PrincipalInformation/2025REG/Information/11108
