filing_id	lobbyist_id	state	filing_type	filer_role	reporting_period_start	reporting_period_end	total_hours_communicating	total_hours_other	source_url
WI-lobbyist-11436-activity-2025-H1	11436	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11436
WI-lobbyist-11436-activity-2025-H2	11436	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11436
WI-lobbyist-11436-activity-2026-H1	11436	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11436
WI-lobbyist-11436-activity-2026-H2	11436	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11436
WI-lobbyist-11437-activity-2025-H1	11437	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11437
WI-lobbyist-11437-activity-2025-H2	11437	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11437
WI-lobbyist-11437-activity-2026-H1	11437	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11437
WI-lobbyist-11437-activity-2026-H2	11437	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11437
WI-lobbyist-11438-activity-2025-H1	11438	WI	activity_report	lobbyist	2025-01-01	2025-06-30	18.5	2.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11438
WI-lobbyist-11438-activity-2025-H2	11438	WI	activity_report	lobbyist	2025-07-01	2025-12-31	10.5	114.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11438
WI-lobbyist-11438-activity-2026-H1	11438	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11438
WI-lobbyist-11438-activity-2026-H2	11438	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11438
WI-lobbyist-11439-activity-2025-H1	11439	WI	activity_report	lobbyist	2025-01-01	2025-06-30	77.0	207.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11439
WI-lobbyist-11439-activity-2025-H2	11439	WI	activity_report	lobbyist	2025-07-01	2025-12-31	40.0	175.4	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11439
WI-lobbyist-11439-activity-2026-H1	11439	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11439
WI-lobbyist-11439-activity-2026-H2	11439	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11439
WI-lobbyist-11440-activity-2025-H1	11440	WI	activity_report	lobbyist	2025-01-01	2025-06-30	43.0	31.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11440
WI-lobbyist-11440-activity-2025-H2	11440	WI	activity_report	lobbyist	2025-07-01	2025-12-31	18.0	35.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11440
WI-lobbyist-11440-activity-2026-H1	11440	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11440
WI-lobbyist-11440-activity-2026-H2	11440	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11440
WI-lobbyist-11441-activity-2025-H1	11441	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	26.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11441
WI-lobbyist-11441-activity-2025-H2	11441	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.5	36.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11441
WI-lobbyist-11441-activity-2026-H1	11441	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11441
WI-lobbyist-11441-activity-2026-H2	11441	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11441
WI-lobbyist-11442-activity-2025-H1	11442	WI	activity_report	lobbyist	2025-01-01	2025-06-30	101.25	306.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11442
WI-lobbyist-11442-activity-2025-H2	11442	WI	activity_report	lobbyist	2025-07-01	2025-12-31	108.0	380.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11442
WI-lobbyist-11442-activity-2026-H1	11442	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11442
WI-lobbyist-11442-activity-2026-H2	11442	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11442
WI-lobbyist-11444-activity-2025-H1	11444	WI	activity_report	lobbyist	2025-01-01	2025-06-30	3.0	11.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11444
WI-lobbyist-11444-activity-2025-H2	11444	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11444
WI-lobbyist-11444-activity-2026-H1	11444	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11444
WI-lobbyist-11444-activity-2026-H2	11444	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11444
WI-lobbyist-11445-activity-2025-H1	11445	WI	activity_report	lobbyist	2025-01-01	2025-06-30	3.0	10.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11445
WI-lobbyist-11445-activity-2025-H2	11445	WI	activity_report	lobbyist	2025-07-01	2025-12-31	1.0	7.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11445
WI-lobbyist-11445-activity-2026-H1	11445	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11445
WI-lobbyist-11445-activity-2026-H2	11445	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11445
WI-lobbyist-11446-activity-2025-H1	11446	WI	activity_report	lobbyist	2025-01-01	2025-06-30	147.0	346.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11446
WI-lobbyist-11446-activity-2025-H2	11446	WI	activity_report	lobbyist	2025-07-01	2025-12-31	108.75	311.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11446
WI-lobbyist-11446-activity-2026-H1	11446	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11446
WI-lobbyist-11446-activity-2026-H2	11446	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11446
WI-lobbyist-11447-activity-2025-H1	11447	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11447
WI-lobbyist-11447-activity-2025-H2	11447	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11447
WI-lobbyist-11447-activity-2026-H1	11447	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11447
WI-lobbyist-11447-activity-2026-H2	11447	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11447
WI-lobbyist-11448-activity-2025-H1	11448	WI	activity_report	lobbyist	2025-01-01	2025-06-30	31.0	4.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11448
WI-lobbyist-11448-activity-2025-H2	11448	WI	activity_report	lobbyist	2025-07-01	2025-12-31	14.5	6.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11448
WI-lobbyist-11448-activity-2026-H1	11448	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11448
WI-lobbyist-11448-activity-2026-H2	11448	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11448
WI-lobbyist-11449-activity-2025-H1	11449	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11449
WI-lobbyist-11449-activity-2025-H2	11449	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11449
WI-lobbyist-11449-activity-2026-H1	11449	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11449
WI-lobbyist-11449-activity-2026-H2	11449	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11449
WI-lobbyist-11450-activity-2025-H1	11450	WI	activity_report	lobbyist	2025-01-01	2025-06-30	45.0	128.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11450
WI-lobbyist-11450-activity-2025-H2	11450	WI	activity_report	lobbyist	2025-07-01	2025-12-31	25.0	60.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11450
WI-lobbyist-11450-activity-2026-H1	11450	WI	activity_report	lobbyist	2026-01-01	2026-06-30	7.0	4.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11450
WI-lobbyist-11450-activity-2026-H2	11450	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11450
WI-lobbyist-11451-activity-2025-H1	11451	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11451
WI-lobbyist-11451-activity-2025-H2	11451	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11451
WI-lobbyist-11451-activity-2026-H1	11451	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11451
WI-lobbyist-11451-activity-2026-H2	11451	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11451
WI-lobbyist-11452-activity-2025-H1	11452	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11452
WI-lobbyist-11452-activity-2025-H2	11452	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11452
WI-lobbyist-11452-activity-2026-H1	11452	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11452
WI-lobbyist-11452-activity-2026-H2	11452	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11452
WI-lobbyist-11453-activity-2025-H1	11453	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11453
WI-lobbyist-11453-activity-2025-H2	11453	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11453
WI-lobbyist-11453-activity-2026-H1	11453	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11453
WI-lobbyist-11453-activity-2026-H2	11453	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11453
WI-lobbyist-11454-activity-2025-H1	11454	WI	activity_report	lobbyist	2025-01-01	2025-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11454
WI-lobbyist-11454-activity-2025-H2	11454	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11454
WI-lobbyist-11454-activity-2026-H1	11454	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11454
WI-lobbyist-11454-activity-2026-H2	11454	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11454
WI-lobbyist-11456-activity-2025-H1	11456	WI	activity_report	lobbyist	2025-01-01	2025-06-30	10.0	13.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11456
WI-lobbyist-11456-activity-2025-H2	11456	WI	activity_report	lobbyist	2025-07-01	2025-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11456
WI-lobbyist-11456-activity-2026-H1	11456	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11456
WI-lobbyist-11456-activity-2026-H2	11456	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11456
WI-lobbyist-11457-activity-2025-H1	11457	WI	activity_report	lobbyist	2025-01-01	2025-06-30	30.5	50.6	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11457
WI-lobbyist-11457-activity-2025-H2	11457	WI	activity_report	lobbyist	2025-07-01	2025-12-31	31.0	57.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11457
WI-lobbyist-11457-activity-2026-H1	11457	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11457
WI-lobbyist-11457-activity-2026-H2	11457	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11457
WI-lobbyist-11458-activity-2025-H1	11458	WI	activity_report	lobbyist	2025-01-01	2025-06-30	33.25	18.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11458
WI-lobbyist-11458-activity-2025-H2	11458	WI	activity_report	lobbyist	2025-07-01	2025-12-31	3.5	15.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11458
WI-lobbyist-11458-activity-2026-H1	11458	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11458
WI-lobbyist-11458-activity-2026-H2	11458	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11458
WI-lobbyist-11459-activity-2025-H1	11459	WI	activity_report	lobbyist	2025-01-01	2025-06-30	7.0	3.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11459
WI-lobbyist-11459-activity-2025-H2	11459	WI	activity_report	lobbyist	2025-07-01	2025-12-31	10.0	5.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11459
WI-lobbyist-11459-activity-2026-H1	11459	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11459
WI-lobbyist-11459-activity-2026-H2	11459	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11459
WI-lobbyist-11460-activity-2025-H1	11460	WI	activity_report	lobbyist	2025-01-01	2025-06-30	8.25	31.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11460
WI-lobbyist-11460-activity-2025-H2	11460	WI	activity_report	lobbyist	2025-07-01	2025-12-31	6.5	26.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11460
WI-lobbyist-11460-activity-2026-H1	11460	WI	activity_report	lobbyist	2026-01-01	2026-06-30	22.75	22.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11460
WI-lobbyist-11460-activity-2026-H2	11460	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11460
WI-lobbyist-11461-activity-2025-H1	11461	WI	activity_report	lobbyist	2025-01-01	2025-06-30	1.25	6.75	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11461
WI-lobbyist-11461-activity-2025-H2	11461	WI	activity_report	lobbyist	2025-07-01	2025-12-31	6.5	8.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11461
WI-lobbyist-11461-activity-2026-H1	11461	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11461
WI-lobbyist-11461-activity-2026-H2	11461	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11461
WI-lobbyist-11462-activity-2025-H1	11462	WI	activity_report	lobbyist	2025-01-01	2025-06-30	10.5	15.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11462
WI-lobbyist-11462-activity-2025-H2	11462	WI	activity_report	lobbyist	2025-07-01	2025-12-31	8.0	11.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11462
WI-lobbyist-11462-activity-2026-H1	11462	WI	activity_report	lobbyist	2026-01-01	2026-06-30	1.0	1.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11462
WI-lobbyist-11462-activity-2026-H2	11462	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11462
WI-lobbyist-11463-activity-2025-H1	11463	WI	activity_report	lobbyist	2025-01-01	2025-06-30	25.0	40.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11463
WI-lobbyist-11463-activity-2025-H2	11463	WI	activity_report	lobbyist	2025-07-01	2025-12-31	1.0	20.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11463
WI-lobbyist-11463-activity-2026-H1	11463	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.5	5.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11463
WI-lobbyist-11463-activity-2026-H2	11463	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11463
WI-lobbyist-11464-activity-2025-H1	11464	WI	activity_report	lobbyist	2025-01-01	2025-06-30	206.25	173.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11464
WI-lobbyist-11464-activity-2025-H2	11464	WI	activity_report	lobbyist	2025-07-01	2025-12-31	70.75	80.25	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11464
WI-lobbyist-11464-activity-2026-H1	11464	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11464
WI-lobbyist-11464-activity-2026-H2	11464	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11464
WI-lobbyist-11465-activity-2025-H1	11465	WI	activity_report	lobbyist	2025-01-01	2025-06-30	57.5	608.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11465
WI-lobbyist-11465-activity-2025-H2	11465	WI	activity_report	lobbyist	2025-07-01	2025-12-31	37.5	595.5	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11465
WI-lobbyist-11465-activity-2026-H1	11465	WI	activity_report	lobbyist	2026-01-01	2026-06-30	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11465
WI-lobbyist-11465-activity-2026-H2	11465	WI	activity_report	lobbyist	2026-07-01	2026-12-31	0.0	0.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11465
WI-lobbyist-11466-activity-2025-H1	11466	WI	activity_report	lobbyist	2025-01-01	2025-06-30	191.0	582.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11466
WI-lobbyist-11466-activity-2025-H2	11466	WI	activity_report	lobbyist	2025-07-01	2025-12-31	187.0	422.0	https://lobbying.wi.gov/Who/LobbyistInformation/2025REG/Information/11466
